,Unnamed: 0,source_text,target_text,generated
617,2910,"As soon as we had dispatched this Letter , we immediately prepared to follow it in person and were stepping into the Carriage for that Purpose when our attention was attracted by the",Entrance of a coroneted Coach and 4 into the Inn-yard .," letter, which we had received from Mr. Darcy."
618,5339,"I believe he would have passed me if I had not made him stop , but",we were delighted to meet ., he was too late. ''
619,32708,"She was obliged , in spite of her previous determination to the contrary , to do it all",the justice that Mrs. Weston foretold .,", and to be a very happy woman."
620,7784,"If my sister , in the security of retirement , with as little opportunity as inclination to do evil , could not avoid censure , we must not rashly condemn those who , living in the world and surrounded with temptations , should",be accused of errors which they are known to have the power of committing .," be able to do evil, and who, in spite of all this,"
621,25403,"It would be a relief , even though a sad one , to Fitzwilliam 's mind to know that Miss Crawford was actually married and he would be unselfish",enough to wish to hear that she was happy ., to her if he could find excuses to be unfaithful.
622,566,"It was a bold surmise , for he was Isabella 's brother ; and she had been assured by James that his manners would recommend him to all her sex ; but in spite of this , the extreme weariness of his company , which crept over her before they had been out an hour , and which continued unceasingly to increase till they stopped in Pulteney Street again ,","induced her , in some small degree , to resist such high authority , and to distrust his powers of giving universal pleasure .",", made her feel a little less comfortable in the presence of James, than she"
623,28679,"no -- I am grieved to find -- I was on the point of telling you that when I called at Mrs. Goddard 's door , which I did the very last thing before I returned to dress , I was told","that Miss Smith was not better , by no means better , rather worse ."," that she had been gone, and had been gone."
624,19197,"It will be very disagreeable , and by no means what I expected. ” It was not in Miss Crawford 's power to talk Fanny",into any real forgetfulness of what had passed ., into a frank exchange with Mr. Knightley.
625,18945,"No want of understrappers : my sister desires her love , and hopes to be admitted into the company , and will be happy to take the part of any old duenna or tame confidante , that you may not like to do yourselves. ”","Maria gave Edmund a glance , which meant , “ What say you now ?"," “ I will not be ashamed of being a very good friend to you, ”"
626,26370,"She hastily bathed her face , and opening the windows wide , leaned out for a few minutes , for the night air to cool her throbbing temples , and went down at last , feeling as if her",countenance must betray to every observer the secret of what had happened .," sleeve had been slathered by the cold air, and"
627,32812,Emma could have wished Mrs. Elton elsewhere ; but she was in a humour to have patience with every body ; and as Mrs. Elton met her with unusual graciousness,", she hoped the rencontre would do them no harm .",", she could not have wished her sister anywhere."
628,10935,"`` I have been making the tour of the Park , '' he replied , `` as I generally do every year , and intend to",close it with a call at the Parsonage ., be making a return to it in the near future.
629,11881,Yet time and her aunt moved slowly -- and her patience and her ideas were nearly worn out,before the tête-à-tête was over ., by the sudden change of scenery.
